;,,,";무기/장비=""Equipment"",클래스(캐릭터)=""Class""",";권총=1,샷건=2,기관단총=3,소총=4,기관총=5장비=6,클래스=7,기능성(passive)=8,작동성(active)=9",,";UseType, 0= 간접사용, 1= 자동사용, 2= 수동사용, 3= 수동사용(int), 4= 수동사용(string), 5= 팝업, 6= 사용 불가(버튼 없음, ClassName 값은 Item 으로 설정 필요)",";공용=0,테러리스트1,대테러리스트2",,,,,,,,,,,,,,,,,,,,,";0=개인,1=클랜;공백=0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
;ID,Name,recourcename,ClassName,Category,InGameID,UseType,Team,Level,ExpPointModCategory,ExpModPriority,ExpModMin,ExpModMax,PCBangExpModMin,PCBangExpModMax,PointModPriority,PointModMin,PointModMax,PCBangPointModMin,PCBangPointModMax,InventoryType,Damage,HitRate,Reaction,FiringSpeed,Weight,SkinBase,Period,BuyerType,ItemBoxName,TeamBonusExpOther,TeamBonusExpSelf,TeamBonusPointOther,TeamBonusPointSelf,rewardID,InGameItem,mdl,skin,DisReward1,DisReward2,DisReward3,EnhWeapon,ZombieSkin,TradeNum,TradeDay,CanExtend,SortingIndex,ItemGrade,"ItemGradeForMode(노말, 좀비, 시나리오)",zombie_damage,scen_damage,knockback,delay,ammo,WeaponPart,lockedbox key,1 = 백과사전에서는 노출 되지만 수집현황(무기/클래스) 제외 / 2 =백과사전과 수집현황에서 모두 제외
3612,zbs_Clue_allout_boss02,zbs_Clue_allout_boss02,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3613,zbs_Clue_allout_boss03,zbs_Clue_allout_boss03,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3614,zbs_Clue_zbombdown,zbs_Clue_zbombdown,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3615,zbs_Clue_zbomdown,zbs_Clue_zbomdown,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3616,zbs_Clue_rendezvous_boss01,zbs_Clue_rendezvous_boss01,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3617,zbs_Clue_rendezvous_boss02,zbs_Clue_rendezvous_boss02,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3618,zbs_Clue_rendezvous_boss03,zbs_Clue_rendezvous_boss03,PeriodicItem,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,1,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3201,0,,,,,,1,0,,
3619,zbs_addon_extraatk,zbs_addon_extraatk,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3620,zbs_addon_bulletupdmg,zbs_addon_bulletupdmg,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3621,zbs_addon_criticalup,zbs_addon_criticalup,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3622,zbs_addon_swordforce,zbs_addon_swordforce,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3623,zbs_addon_survivalatk,zbs_addon_survivalatk,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,4,,,,,,1,0,,0
3624,zbs_addon_addbullet,zbs_addon_addbullet,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3625,zbs_addon_explosionbullet,zbs_addon_explosionbullet,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3626,zbs_addon_spendmoney,zbs_addon_spendmoney,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3627,zbs_addon_bossatkup,zbs_addon_bossatkup,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3628,zbs_addon_thorns,zbs_addon_thorns,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3629,zbs_addon_movedefence,zbs_addon_movedefence,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3630,zbs_addon_stillalive,zbs_addon_stillalive,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,4,,,,,,1,0,,0
3631,zbs_addon_recovery,zbs_addon_recovery,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3632,zbs_addon_evadetrap,zbs_addon_evadetrap,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3633,zbs_addon_speedup,zbs_addon_speedup,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3634,zbs_addon_walkslam,zbs_addon_walkslam,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3635,zbs_addon_slowdefence,zbs_addon_slowdefence,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3636,zbs_addon_lovemedikit,zbs_addon_lovemedikit,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3637,zbs_addon_loverevivalkit,zbs_addon_loverevivalkit,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3638,zbs_addon_moremoney,zbs_addon_moremoney,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3639,zbs_addon_startmoney,zbs_addon_startmoney,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3640,zbs_addon_weaponhelper,zbs_addon_weaponhelper,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3641,zbs_addon_evasion,zbs_addon_evasion,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3642,zbs_addon_extraaddon,zbs_addon_extraaddon,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,4,,,,,,1,0,,0
3643,zbs_addon_healer,zbs_addon_healer,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,4,,,,,,1,0,,0
3644,zbs_addon_avenger,zbs_addon_avenger,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,2,,,,,,1,0,,0
3645,zbs_addon_groupbattle,zbs_addon_groupbattle,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,1,,,,,,1,0,,0
3646,zbs_addon_extrahealth,zbs_addon_extrahealth,zbsaddonitem,9,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,3200,3,,,,,,1,0,,0
3700,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3809,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3701,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3810,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3702,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3811,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3703,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3812,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3704,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3813,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3705,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3814,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3706,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3815,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3707,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3816,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3708,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3817,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3709,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3818,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3710,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3819,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3711,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3820,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3712,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3821,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3713,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3822,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3714,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3823,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3715,Zbs_Reboot_box01,Zbs_Reboot_box01,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3833,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3716,Zbs_Reboot_box02,Zbs_Reboot_box02,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3834,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3717,Zbs_Reboot_box03,Zbs_Reboot_box03,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3835,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3718,Zbs_Reboot_box04,Zbs_Reboot_box04,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3836,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3719,Zbs_Reboot_box05,Zbs_Reboot_box05,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3837,0,,,0,0,0,0,0,0,0,0,3204,0,,,,,,1,0,,2
3950,Zbs_Reboot2019_ClearBox1,Zbs_Reboot2019_ClearBox1,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3950,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,
3951,Zbs_Reboot2019_ClearBox2,Zbs_Reboot2019_ClearBox2,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3951,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,
3952,Zbs_Reboot2019_ClearBox3,Zbs_Reboot2019_ClearBox3,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3952,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,
3953,Zbs_Reboot2019_ClearBox4,Zbs_Reboot2019_ClearBox4,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3953,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,
3954,ZBS_SELECT_REWARDBOX,ZBS_SELECT_REWARDBOX,RewardItem,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,,,,,,,0,,,0,0,0,0,3954,0,,,0,0,0,0,0,0,0,0,2201,0,,,,,,1,0,,
4001,PartsWpnUp1,PartsWpnUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,
4002,PartsWpnUp2,PartsWpnUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,
4003,PartsWpnUp3,PartsWpnUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,
4004,PartsWpnUp4,PartsWpnUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,
4005,PartsWpnUp5,PartsWpnUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,2,,
4006,PartsPwrUp1,PartsPwrUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4007,PartsPwrUp2,PartsPwrUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4008,PartsPwrUp3,PartsPwrUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4009,PartsPwrUp4,PartsPwrUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4010,PartsPwrUp5,PartsPwrUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4011,PartsHpUp1,PartsHpUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4012,PartsHpUp2,PartsHpUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4013,PartsHpUp3,PartsHpUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4014,PartsHpUp4,PartsHpUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4015,PartsHpUp5,PartsHpUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4016,PartsArmorbreake1,PartsArmorbreake1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4017,PartsArmorbreake2,PartsArmorbreake2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4018,PartsArmorbreake3,PartsArmorbreake3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4019,PartsArmorbreake4,PartsArmorbreake4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4020,PartsArmorbreake5,PartsArmorbreake5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4021,PartsSpeedUp1,PartsSpeedUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4022,PartsSpeedUp2,PartsSpeedUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4023,PartsSpeedUp3,PartsSpeedUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4024,PartsSpeedUp4,PartsSpeedUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4025,PartsSpeedUp5,PartsSpeedUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4026,PartsRageDown1,PartsRageDown1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4027,PartsRageDown2,PartsRageDown2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4028,PartsRageDown3,PartsRageDown3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4029,PartsRageDown4,PartsRageDown4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4030,PartsRageDown5,PartsRageDown5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4031,PartsKnockbackUp1,PartsKnockbackUp1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4032,PartsKnockbackUp2,PartsKnockbackUp2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4033,PartsKnockbackUp3,PartsKnockbackUp3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4034,PartsKnockbackUp4,PartsKnockbackUp4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4035,PartsKnockbackUp5,PartsKnockbackUp5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4036,PartsVelocityDown1,PartsVelocityDown1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4037,PartsVelocityDown2,PartsVelocityDown2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4038,PartsVelocityDown3,PartsVelocityDown3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4039,PartsVelocityDown4,PartsVelocityDown4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4040,PartsVelocityDown5,PartsVelocityDown5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4041,PartsCritical1,PartsCritical1,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4042,PartsCritical2,PartsCritical2,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4043,PartsCritical3,PartsCritical3,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4044,PartsCritical4,PartsCritical4,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
4045,PartsCritical5,PartsCritical5,WeaponParts,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,,,,,,,0,,,0,0,0,0,0,0,,,1,9123,9204,0,0,0,0,0,2005,0,,,,,,,1,,
