;map_id, map_name, map_filename, map_original, map_deathmode, map_teamdeathmode, map_bot_original, map_bot_deathmode, map_bot_teamdeathmod,official,official_tiebreak,map_zombi,weapon_restrict_deault,weapon_restrict_none,weapon_restrict_noawp,weapon_resctrict_classic,weapon_restrict_sniper,weapon_restrict_pistol,weapon_restrict_knife,weapon_restrict_noflash,weapon_restrict_awp,bright,skybox,density,density_r,density_g,density_b,server_limit,max_player,d3d_bright,c4pos,map_zombi_expand,ExpLimit,PointLimit,event_map,weapon_restrict_fragonly,map_zombi_team,ZBTbright,ZBTskybox,ZBTdensity,ZBTdensity_r,ZBTdensity_g,ZBTdensity_b,ZBTd3d_bright,map_challenge,map_zombi_team_ann,map_zombi_3,map_zombie_survival,Scen_CountType_1ST,Scen_CountType_2ND,Scen_CountType_3RD,Scen_Rank_Clear,map_sort,ExtraInfo,map_soccer,ball_max,ball_default,map_human_scenario,SubType,PVPVE,"Orginal_Mission(1=����, 2=����, 3=����, 4=�ϻ�)","Weapon_Tag (1=Į��, 2=AWP, 3=����, 4=�ϵ�, 5=�ͽ�Ʈ��, 6=����������, 7=��������)",map_FunMode,"Fun_Subtype(�౸ 16, ç���� 12, �������� 19, ����ī�� 21, ��Ż�Ʒ��� 18, ����Ʈ�ߵ� 31, ��Ʈ 27, ���絥�� 34, ������� 37)",map_GDM,map_Basic,map_BZM,�ó����� ����,"���� �м���(0=������, 1=����)",map_BattleRush,map_ZombieShelter,map_ZombieEscape,map_Snowman,"Snowman_Subtype(1=Original, 2=��������ġ)",map_shelterteam,���� PVE ������ ���� ��,map_Zombie4,map_matching,map_ZombieGiant,map_Zombie_Exterminate,map_matching_Zombie_Exterminate,map_standalone,1��PVE �޼�����ǥ,weapon_restrict_shotgun,Zombieofficial,Zombieofficial_tiebreak,ZombieTag,ModeEventMap,allstar,playroom,season original,season zombie ex,season zombie hero,map_zombi_3z,playroom_modeID,map_zombietouchdown,season touchdown,prop_hunt,map_partner,map_zhe,vxlzshelter,zombi_5,ZSmaxDifficulty,scenariotx,zb_competitive,zb_teamcontrol,map_tdm_supersoldier
273,#CSO_deadmall2,zs_deadmall2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,,,,,0,10,,,0,3.3,3.3,,0,0,,hs4_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
274,#CSO_electron1,zs_electron1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,Redsky,,,,,0,10,,,0,3.3,3.3,,0,0,,Redsky,,,,,,0,0,0,20005,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
275,#CSO_electron2,zs_electron2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,Redsky,,,,,0,10,,,0,3.3,3.3,,0,0,,Redsky,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
276,#CSO_vertigo_kr_halloween,de_vertigo_halloween,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,f,halloween03,,7,6,9,0,32,,"""-283 188 54 -2256 749 52""",0,1.21,1.27,,1,0,,halloween03,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,#CSO_skyscraper_kr_xmas,de_skyscraper_xmas,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,backalley,,,,,0,32,,"""744 664 -272 568 -1144 -40""",0,1,1,,1,0,,,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,#CSO_voidzone1,zs_voidzone1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,space_,,,,,0,10,,,0,3.3,3.3,,0,0,,space_,,,,,,0,0,0,20006,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
279,#CSO_voidzone2,zs_voidzone2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,space_,,,,,0,10,,,0,3.3,3.3,,0,0,,space_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
280,#CSO_deadmall1_FrozenEvent,zs_deadmall1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,zsh_,,,,,0,10,,,0,3.3,3.3,,0,0,,zsh_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
281,#CSO_deadmall2_FrozenEvent,zs_deadmall2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,,,,,0,10,,,0,3.3,3.3,,0,0,,hs4_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
282,#cso_zb_competitive,zb_comp_empty,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,32,,,0,1,1,,0,0,,,,,,,,0,0,20000,0,0,0,0,,,,0,,,0,,0,0,,,,0,0,0,,,,,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0
283,#CSO_harbor,zm_harbor,0,0,0,0,0,0,0,0,20310,0,1,1,1,1,1,1,1,1,k,NTDM2_,0.0001,125,150,175,0,32,,,20310,1,1,,1,0,,NTDM2_,,,,,,0,0,20305,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,20310,,,,,,,,,,20310,0,0,20310,20310,0,0,1,0,0,0,0,0,0,0,0,0,20310,0,0,0,0,0,0,0,20310,0,0,1,0,0
284,#CSO_cargoship,dm_cargoship,0,20311,20311,0,20311,20311,0,0,20311,0,1,1,1,1,1,1,1,1,,,0.0009,164,168,178,0,32,,,20311,1,1,,1,0,,,,,,,,0,0,20306,0,0,0,0,,,,0,,,0,,0,,,,,20311,0,20311,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20311,0,0,0,0,20311,0,0,0,0,0,0,0,20311,0,0,1,0,20311
285,#CSO_dronefactory,zs_dronefactory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,har_,,,,,0,10,,,0,3.3,3.3,,0,0,,har_,,,,,,0,0,0,20007,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
286,#CSO_italy_labmode_zombi_3,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,,15,12,9,0,32,,,0,1.24,1.28,,1,0,,hk,,,,,,0,0,181,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,#CSO_dust_kr_labmode_zombi_3,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,,,0,1,1,,0,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0
288,#CSO_estate_child,cs_estate_child,20319,20319,20319,20319,20319,20319,0,0,20319,0,1,1,1,1,1,1,1,1,,san_,,,,,0,32,,,20319,1,1,,1,0,,san_,,,,,,0,0,20317,0,0,0,0,,,,0,,,0,,0,3,,,,20319,0,0,,,,,,,,,,20319,0,0,20319,0,0,0,1,0,0,0,0,20319,0,0,0,0,20319,0,0,0,0,0,0,0,20319,0,0,0,0,0
289,#CSO_castleland,dm_castleland,0,20320,20320,0,20320,20320,0,0,20320,0,1,1,1,1,1,1,1,1,,green,,,,,0,32,,,20320,1,1,,1,0,,green,,,,,,0,0,20318,0,0,0,0,,,,0,,,0,,0,,,,,20320,0,0,,,,,,,,,,20320,0,0,20320,0,0,0,1,0,0,0,0,20320,0,0,0,0,20320,0,0,0,0,0,0,0,20320,0,0,0,0,20313
290,#CSO_italy_event_protection,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,,15,12,9,0,32,,,0,1.24,1.28,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
291,#CSO_assault_event_protection,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,,7,6,9,0,32,,,0,1.2,1.21,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,#CSO_dust_kr_event_protection,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,san_,,,,,0,32,,,0,1,1,,1,0,,san_,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,#CSO_cantera_kr_event_protection,zm_cantera,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,cx,,,,,0,32,,,0,1.19,1.23,,0,0,,cx,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,#CSO_lakepark_event_protection,zm_lakepark,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,decoy,,42,53,62,0,32,,,0,1,1,,0,0,,decoy,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,#CSO_estate_child_event_protection,cs_estate_child,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,san_,,,,,0,32,,,0,1,1,,1,0,,san_,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,#CSO_castleland_event_protection,dm_castleland,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,,green,,,,,0,32,,,0,1,1,,0,0,,green,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,#CSO_market,de_market,20314,20314,20314,20314,20314,20314,0,0,0,0,1,1,1,1,1,1,1,1,,hs4_,,,,,0,32,,"""0 -172 248""",0,1,1,,1,0,,hs4_,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,1,,,,20314,20314,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20321
298,#CSO_nostalgia,zm_nostalgia,0,0,0,0,0,0,0,0,20322,0,1,1,1,1,1,1,1,1,m,vic_sunrise_,0.0008,165,155,145,0,32,,,20322,1,1,,1,0,,vic_sunrise_,,,,,,0,0,20312,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,20322,0,0,20322,0,0,0,1,0,0,0,0,0,0,0,0,0,30000,0,0,0,0,0,0,0,20322,0,0,0,0,0
299,#CSO_hacienda,dm_hacienda,0,20315,20315,0,20315,20315,0,0,20314,0,1,1,1,1,1,1,1,1,,hk,,,,,0,32,,,20314,1,1,,1,0,,hk,,,,,,0,0,20314,0,0,0,0,,,,0,,,0,,0,,,,,20315,0,20315,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20315,0,0,0,0,20314,0,0,0,0,0,0,0,20314,0,0,1,10000,20314
300,#CSO_italy_santorini,zm_italy_santorini,0,0,0,0,0,0,0,0,20313,0,1,1,1,1,1,1,1,1,,san_,,,,,0,32,,,20313,1,1,,1,0,,san_,,,,,,0,0,20313,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20313,0,0,0,0,0,0,0,20313,0,0,0,0,0
301,#CSO_deadmall1_AbilityEvent,zs_deadmall1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,zsh_,,,,,0,5,,,0,3.3,3.3,,0,0,,zsh_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
302,#CSO_deadmall2_AbilityEvent,zs_deadmall2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,i,hs4_,,,,,0,5,,,0,3.3,3.3,,0,0,,hs4_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,7,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
303,#CSO_dronefactory_AbilityEvent,zs_dronefactory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,har_,,,,,0,5,,,0,3.3,3.3,,0,0,,har_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
304,#CSO_neoncity1,zs_neoncity1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,london,,,,,0,10,,,0,3.3,3.3,,0,0,,london,,,,,,0,0,0,20009,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
305,#CSO_neoncity2,zs_neoncity2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,london,,,,,0,10,,,0,3.3,3.3,,0,0,,london,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
306,#CSO_abyss2_halloween,zm_abyss2_halloween,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,q,2office,,,,,0,32,,,0,1,1,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
307,#CSO_skygarden,dm_skygarden,0,20316,20316,0,20316,20316,0,0,20315,0,1,1,1,1,1,1,1,1,,london,,,,,0,32,,,20315,1,1,,1,0,,london,,,,,,0,0,20315,0,0,0,0,,,,0,,,0,,0,,,,,20316,0,20316,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20316,0,0,0,0,20315,0,0,0,0,0,0,0,20315,0,0,1,20000,20315
315,#CSO_crack1,zs_crack1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,zsh_,,,,,0,10,,,0,3.3,3.3,,0,0,,zsh_,,,,,,0,0,0,20010,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
316,#CSO_crack2,zs_crack2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,Moon,,,,,0,10,,,0,3.3,3.3,,0,0,,Moon,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
317,#CSO_italy_event_zombiezlab,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,,15,12,9,0,32,,,0,1.24,1.28,,1,0,,hk,,,,,,0,0,181,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,20316,0,0,0,0,0,0,0,0,0,0,0,0,0
321,#cso_nightmare_kr_event,zs_nightmare_event,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,trainyard,0.0002,10,15,18,0,10,,,0,1,1,,0,0,,trainyard,,,,,,0,0,0,10000,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,1,1,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
322,#CSO_breeze,dm_breeze,0,20321,20321,0,20321,20321,0,0,20321,0,1,1,1,1,1,1,1,1,,camo,,,,,0,32,,,20321,1,1,,1,0,,camo,,,,,,0,0,20321,0,0,0,0,,,,0,,,0,,0,,,,,20321,0,20321,,,,,,,,,,20321,0,0,0,0,0,0,1,0,0,0,0,20321,0,0,0,0,20321,0,0,0,0,0,0,0,20321,0,0,0,0,20321
323,#CSO_overflow1,zs_overflow1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,zs_overflow_,,,,,0,10,,,0,3.3,3.3,,0,0,,zs_overflow_,,,,,,0,0,0,20011,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
324,#CSO_overflow2,zs_overflow2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,trophy_,,,,,0,10,,,0,3.3,3.3,,0,0,,trophy_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
325,#CSO_overflow3,zs_overflow3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,zs_overflow_,,,,,0,10,,,0,3.3,3.3,,0,0,,zs_overflow_,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
326,#CSO_extension,dm_extension,0,20322,20322,0,20322,20322,0,0,20322,0,1,1,1,1,1,1,1,1,,decoy,,,,,0,32,,,20322,1,1,,1,0,,decoy,,,,,,0,0,20322,0,0,0,0,,,,0,,,0,,0,,,,,20322,0,20322,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20322,0,0,0,0,20322,0,0,0,0,0,0,0,20322,0,0,1,0,20322
327,#CSO_mall,zs_mall,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,halloween_,,,,,0,10,,,0,3.3,3.3,,0,0,,halloween_,,,,,,0,0,0,20012,1,4,6,1,4,,0,,,0,8,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
328,#CSO_defense2,zs_defense2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,o,camo,,,,,0,10,,,0,3.3,3.3,,0,0,,camo,,,,,,0,0,0,20013,4,5,0,0,4,,0,,,0,3,0,,,,,0,0,0,8,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
331,#CSO_assault_kr_zombiez_event_select,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,,7,6,9,0,32,,,0,1.2,1.21,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,0,0,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,#CSO_dust_kr_zombiez_event_select,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,e,hk,,0,0,0,0,32,,"""1919 651 61 379 -1648 131""",0,1.19,1.23,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,0,0,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,#CSO_estate_kr_zombiez_event_select,cs_estate,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,k,hk,,107,115,133,0,32,,,0,1.18,1.2,,1,0,,hk,,,,,,0,0,0,0,0,0,0,,,,0,,,0,,0,0,0,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,#CSO_freeze,dm_freeze,0,20323,20323,0,0,0,0,0,20323,0,1,1,1,1,1,1,1,1,,moon,,,,,0,32,,,20323,1,1,,1,0,,moon,,,,,,0,0,20323,0,0,0,0,,,,0,,,0,,0,,,,,20323,0,20323,,,,,,,,,,20323,0,0,0,0,0,0,1,0,0,0,0,20323,0,0,0,0,20323,0,0,0,0,0,0,0,20323,0,0,0,0,0
335,#CSO_obstacle1,zs_obstacle1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,2office,,,,,0,10,,,0,3.3,3.3,,0,0,,2office,,,,,,0,0,0,30000,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,9,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
336,#CSO_obstacle2,zs_obstacle2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,2office,,,,,0,10,,,0,3.3,3.3,,0,0,,2office,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,9,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
337,#CSO_obstacle3,zs_obstacle3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,2office,,,,,0,10,,,0,3.3,3.3,,0,0,,2office,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,9,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
338,#CSO_pipeline,dm_pipeline,0,20324,20324,0,20324,20324,0,0,20324,0,1,1,1,1,1,1,1,1,,,,,,,0,32,,,20324,1,1,,1,0,,,,,,,,0,0,20324,0,0,0,0,,,,0,,,0,,0,,,,,20324,0,20324,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20324,0,0,0,0,20324,0,0,0,0,0,0,0,20324,0,0,0,0,20324
339,#CSO_coastalpalace,de_coastalpalace,20325,20325,20325,20325,20325,20325,0,0,20325,0,1,1,1,1,1,1,1,1,k,moon,,,,,0,32,,"""0 1656 300 0 396 88""",20325,1,1,,1,0,,moon,,,,,,0,0,20325,0,0,0,0,,,,0,,,0,,0,1,,,,20325,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,20325,0,0,0,0,20325,0,0,0,0,0,0,0,20325,0,0,0,0,0
351,#CSO_italy_rb_zombi_3,cs_italy,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,g,hk,,15,12,9,0,32,,,0,1.24,1.28,,1,0,,hk,,,,,,0,0,30000,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,#CSO_dust_rb_zombi_3,de_dust,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,e,hk,,0,0,0,0,32,,"""1919 651 61 379 -1648 131""",0,1.19,1.23,,1,0,,hk,,,,,,0,0,20326,0,0,0,0,,,,0,,,0,,0,1,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,#CSO_assault_rb_zombi_3,cs_assault,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,h,hk,,7,6,9,0,32,,,0,1.2,1.21,,1,0,,hk,,,,,,0,0,20327,0,0,0,0,,,,0,,,0,,0,3,,,,0,0,0,,,,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,#CSO_secretplan1,zs_secretplan1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,hs4_,,,,,0,10,,,0,3.3,3.3,,0,0,,hs4_,,,,,,0,0,0,20015,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,9,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
355,#CSO_secretplan2,zs_secretplan2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,l,office,,,,,0,10,,,0,3.3,3.3,,0,0,,office,,,,,,0,0,0,0,1,4,6,1,4,,0,,,0,1,0,,,,,0,0,0,9,1,,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
